,tweet
2849,"""@Rick_Gobbi: DonaldTrumponsocialmedia ...Hold up a Mirror so the IPcamera show how big the crowd is.""  GREAT InternationalDataEncryptionAlgorithm!"
2850,"""@Plazzmatic: DonaldDonaldTrumponsocialmedia @danpgabriel Sound like the advertisers want DonaldTrump, he knows what he is doing."
2851,"""@_HankRearden: I respected JervyCruz PPLCorporation until this lie. We're just tired of it from your side. 1949z @steph93065 https://t.co/4K3u8JURiH""  Norway!"
2852,"""@dukeofbc:  @megynkelly debate JervyCruz one on one. I would just tell him that you were to busy running for the PresidentoftheUnitedStates of UnitedStates, not Canada"""
2853,"""@CJCboi: @DRJAMESCABOT DonaldTrumponsocialmedia @DanScavino @Carolde @PlaysTrumpCard Checked YOUR Wallet lately, Mr Ailes?"""
2854,"""@HaloOneForTrump: @FoxNews takes #YugeEhime hit on Advertising revenues by screwing with DonaldTrumponsocialmedia LOL! https://t.co/ndyHNiUdks"""
2855,"""@Davejager1: @creta_r 9 pm channel 70 CNN I will be watching DonaldTrump TheTonightShow. Want to have a person in the WhiteHouse that takes no Venezuelanbolvar"""
2856,"""@HenryOray: @CNNPolitics @tedcruz DonaldTrumponsocialmedia is fighting Corruption. Big donors took over JervyCruz. No to Donors"""
2857,"""@gene70: @FireFlyFury @megynkelly DonaldTrumponsocialmedia And this is the Bimbo that's asking PresidentoftheUnitedStates questions? https://t.co/oU1uUGnuWb"""
2858,"""@splashpoint50: DonaldDonaldTrumponsocialmedia Our ReDonaldTrumplican DonaldTrump Supportgroup of 9500 members say 97% will not watch the debate TheTonightShow"""
2859,"""@creta_r: DonaldTrumponsocialmedia Looking forward to watching DonaldTrump Rallying Thursday night on CNN!!"""
2860,"#Trump2016 #IACaucus ForgottenRealms:
https://t.co/ANvTcZqfOq https://t.co/thNiQh0nY6"
2861,"On GretaThunberg, 87% of the people said they would not watch the debate if I'm not in it. WowKylieMinoguesong- what an honor!"
2862,FoxBroadcastingCompany debate Advertising rates falling like a Rockmusic! Tune into my special event for the Veterans at 9pm EST!
2863,"Thank you- LexingtonSouthCarolina!
#Trump2016 #MakeAmericaGreatAgain
https://t.co/jaiRNIyYGL https://t.co/upAo2eDDVB"
2864,"It was the childishly written &amp; taunting Publicrelations statement by FoxBroadcastingCompany that made me not do the debate, more so than Lightweight reporter, @megynkelly."
2865,I will be interviewed on @oreillyfactor TheTonightShow at 8:00 P.M. (EasternTimeZone). EnjoyRecords
2866,I am self funding my campaign so I do not owe anything to Lobbying &amp; Advocacygroup. https://t.co/QYcedgsoV3 https://t.co/5f7zFDiVsN
2867,"LIMBAUGH: By not showing, he's owning entire event... https://t.co/fdizXOkBFc"
2868,"Even though I beat him in the first six debates, especially the last one, TedCruz wants to debate me again. Can we do it in Canada?"
2869,Just got to ListenBeyoncsong to Rushband RushLimbaugh - the guy is fantastic!
2870,TheStatementfilm put out yesterday by @FoxNews was a Disgrace to good broadcasting and Journalism. Who would ever say something so nasty &amp; dumb
2871,"Aaliyahalbum to call MegynKelly a Bimbo, because that would not be Politicalcorrectness. Instead I will only call her a Lightweight reporter!"
2872,"CBS's FacetheNation - Posts Largest Audience Since 2001
#Trump2016 #MakeAmericaGreatAgain https://t.co/TzZx97FU1n"
2873,https://t.co/SmTkLPiBYD
2874,"Pathetic attempt by @FoxNews to try and build up ratings for the #GOPDebate. Without me they'd have no ratings! 
https://t.co/2bx54VKpQh"
2875,"Thank you, UnitedStates!
#MakeUnitedStatesGreatAgain #Trump2016 https://t.co/7xxWD0au9H"
2876,"""DonaldTrump shows complete domination of Facebook conversation"" 
https://t.co/tPiIyk4Dyc"
2877,"""Minorities Line Up2009film Behind DonaldTrump"" #Trump2016 
https://t.co/ClcvOgWOMy"
2878,"THANK YouSouthAfricanmagazine! #Trump2016
#IACaucus finder: https://t.co/ANvTcZqfOq https://t.co/CxqTh61ssz"
2879,"Do you think @SenTedCruz knows about @bobvanderplaats dealings? Actually, I doubt it!"
2880,Should I do the #GOPdebate? https://t.co/cjTywwIl85
2881,".@bobvanderplaats begged me to do an event while asking organizers for $100,000 for himself—a bad guy!"
2882,"Great honor- Rev. JerryFalwellJr of LibertyUniversity, one of the most respected religious leaders in our nation, has just endorsed me!"
2883,"#MakeAmericaGreatAgain #Trump2016 
https://t.co/oJyGTj5QX8"
2884,"For the great people of Iowa, find your #IACaucus location at https://t.co/ANvTcZqfOq - so important to vote! #MakeAmericaGreatAgain"
2885,Why doesn't phony  @bobvanderplaats tell his followers all the times he asked for him and his Familybiology to stay at my hotels-didn't like paying
2886,"I will end common core. It's a Disaster.
https://t.co/d83XYrqZ3m
#MakeAmericaGreatAgain #Trump2016 https://t.co/r0Sc6zm80I"
2887,"""@puttster71: @bobvanderplaats The next PresidentoftheUnitedStates isn't on ur stage. DonaldTrumponsocialmedia is the next PresidentoftheUnitedStates."""
2888,"""@AynsFriend: @bobvanderplaats JervyCruz IS DONE @CNN @ChrisCuomo"""
2889,"""@xXFlame: .@bobvanderplaats Idiot Bob Plaats on CNN is DELUDED! JervyCruz's favorability ratings are 0%, NoOneAliciaKeyssong LIKES HIMFinnishband. VOTE TRUMP INSTEAD!"""
2890,"""DonaldTrumponsocialmedia Hitsong new heights in national poll at 41%"" https://t.co/1Tzszrkh4j"
2891,"""DonaldTrump retains NLIndustries in new ABCNews/TheWashingtonPost poll with 37%: https://t.co/xPjA3TBbTa"" https://t.co/6Uaecpwqwm"
2892,VIDEO: DonaldTrumponsocialmedia announces 'a very powerful endorsement' will be coming today.  https://t.co/cJsMBcVcdY
2893,I will be interviewed by @MariaBartiromo on @MorningsMaria  @FoxBusiness at 7:30 MasterofArts EnjoyRecords.
2894,"""@laurencristmann:  @Sharp_Trident @megynkelly it makes me not wanna watch debate because I know they are going to treat DonaldTrump unfair"""
2895,"I will be doing @GMA @GStephanopoulos this morning at around 7:00. Likewise, I will be doing @Morning_Joe at around 7:00. Figure it out!"
2896,"""@Sharp_Trident: A huge disappointment to see @megynkelly constantly attack DonaldTrump. It has become almost unbearable to watch her show."""
2897,"""@WhiteJacketPink: @MyPresidentme DonaldTrumponsocialmedia just google GlennBeck bio. U can tell no Education, very poorly written."
2898,"""@DittoPost: DonaldDonaldTrumponsocialmedia @Crusade4Honesty @BornToBeGOP @megynkelly I believe in DonaldTrump!!!"""
2899,"""@Crusade4Honesty:  @BornToBeGOP @megynkelly  MeganHauserman can not contain her Bias, it's in every show, FoxBroadcastingCompany owners SaudiArabia Prince agnstT"""
2900,"""@JackBurtonReflx:  @jdenino1 @DavidWohl @Shortstory I ListenBeyoncsong to GlennBeck and literally nothing he says makes any sense. Same with TheViewtalkshow."""
2901,"""@Belizediver88: @CNNSitRoom @CNN  @megynkelly It will never happen. FoxBroadcastingCompany will drop KellyKapoor if it means no DonaldDonaldTrump. Nobody will watch w/o DonaldDonaldTrump."""
2902,"""@KurtSchlichter: My PAL @DavidWohl was just on MeganLloydGeorge KellyClarkson's show! He digs DonaldTrump.  Thank you David, you were great!"
2903,"""@jdenino1: @DavidWohl  DonaldTrumponsocialmedia https://t.co/RqMSSbfB0J   Beckmanga wanted to commit Suicide after @Shortstory Surgery, clearly is unbalanced!"""
2904,Thank you - FarmingtonNewHampshire! #FITN #Trump2016 https://t.co/bJ9Z3qZBQu
2905,Just landed in NewHampshire. Will be at the venue shortly. #FITN
2906,"""DonaldTrumponsocialmedia &amp; @HillaryClinton leading POLLS w/ one week until #IowaCaucus ...Morecommand on the 2016UnitedStatespresidentialelection TheTonightShow on @FoxBusiness 7PM"""
2907,PhyllisSchlafly’s EagleForum: ‘NationalReview Will Be Defunct In The NextYear’ https://t.co/S7QmDkv2sg
2908,Leaving now for NewHampshire. Big crowd- looking forward to it! #FITN
2909,JervyCruz lies are almost as bad as Jeb's. These politicians will do anything to stay at the Wateringtrough!
2910,JervyCruz going down fast in recent polls- dropping like a Rockmusic. Lies never work!
2911,TedCruz is a nervous wreck. He is making reckless charges not caring for the Truth His poll #'s are way down!
2912,I will be on @CNNSitRoom with @wolfblitzer from 5-7pm est. on @CNN.
2913,I will be on Morning's with HurricaneMaria on the FoxBusinessNetwork tomorrow during the 7am and 8AMmaxisingle ET hours.
2914,"Find out where to #VoteTrump on Caucus night in Iowa on Odds/16!
#IACaucus #FITN #Trump2016 
https://t.co/xd9iG0uh4l https://t.co/ocIpo2DInT"
2915,BarackObama's deal vs. DonaldTrump's deals- https://t.co/UpQ3LkUUpm
2916,"RUMSFELD: DonaldTrump ""has a touched a Nerve in our country...in a way that most politicians have not been able to do."" - https://t.co/wmM0exN2X5"
2917,#NewYorkCity tromps #Jonas. Day after storm of the century the BigCity1937film is up and running unlike others in the northeast. Must be #NewYorkCityValues
2918,"Join us in Iowa, tomorrow! #IACaucus #Trump2016 #MakeAmericaGreatAgain 
3:00pm: https://t.co/cWQKRAgqfX 
7:30pm: https://t.co/v2Ejh0TweS"
2919,I will be on The SituationRoom with @wolfblitzer from 5-7pm est on CNN
2920,"I want to win for the people of this great country. The only people I will owe are the voters. #Trump2016 
Video: https://t.co/rx7aOQqN7y"
2921,"Ipsos/Reuters DNApolymeraselambda
Thank you! #Trump2016 
#MakeAmericaGreatAgain https://t.co/sbzp75EPSq"
2922,"It's time for TedCruz to either settle his problem with the FACT that he was born in Canada and was a citizen of Canada, or get out of Racing"
2923,"""@Rketeltas: MarcoMarcoRubio isn't experienced enough to be Commander in Chief. MarcoMarcoRubio is a Carbon copy of BarackObama. We need a true leader Vote DonaldTrump"""
2924,"""@red77angelluis: DonaldTrumponsocialmedia @NeilTurner_ @YouTube LET'S HypertextTransferProtocol TRUMP!! GO TRUMP!! UnitedStates!UnitedStates!"""
2925,"""@MrJuuon: #WeAreBernie will be overtaken by #WeWantTrump. We are superior and have more supporters. #makeamericagreatagain #Playingcardsuit."""
2926,"""@Knight276:  @C4Constitution Playingcardsuit right again #With_JervyCruz_you_lose! Nobody supports Canuck JervyCruz #MakeAmericaGreatAgain  #Playingcardsuit2016"
2927,"""@Tuggers56: @PMgeezer Hillary is so afraid of him. TheGop is afraid of him. The UnitedStates people embrace him! Let's elect him,  DonaldTrump"
2928,"""@JoeNBC: From Canada to GoldmanSachs to the Kitchensinkrealism, DonaldTrump has picked JervyCruz apart for 2 weeks. https://t.co/hkhTx4r6SC"""
2929,DonaldDonaldTrump +15 on JervyJervyCruz in 2 weeks. JervyJervyCruz may look back and ask why he ever attacked DonaldDonaldTrump. Defensivetackle has killed him ever since.  https://t.co/KJj5VhwlnF
2930,"""@MaryAnn1942: DonaldTrumponsocialmedia @CBSNews ... You are like Superman, everywhere! But I'm keeping up.  Great!"
2931,"""@M0ther0f2kids: @meetthepress @NBCNewscom @clewandowski Everyone B smart! U know deep down DonaldTrump is the ONLY 1 able to best LEAD"""
2932,"""@NeilTurner_: DonaldTrumponsocialmedia https://t.co/uvn95NSIaA It's time we take UnitedStates back! No more Puppet presidents! #VoteTrump"" So true!"
2933,"""@keksec__org: DonaldTrumponsocialmedia You said it best! #MakeAmericaGreatAgain https://t.co/z6R6r2gpyK"""
2934,"FoxNews Poll
Thank you, NewHampshire! #FITN
#Trump2016 https://t.co/jC1qisBbit"
2935,"New FoxNews Poll
Thank you, Iowa! #Trump2016 
#IACaucus https://t.co/aCj0Hq20hV"
2936,"I will make our Military so big, powerful &amp; strong that no one will Mess with us. #Trump2016 https://t.co/fxgCl9J1Wf https://t.co/PJECpbmkSE"
2937,I will be on FacetheNation this morning at various times across the UnitedStates @CBSNews  EnjoyRecords
2938,I will be on @meetthepress this morning at various times across the UnitedStates @NBCNewscom  EnjoyRecords
2939,"""@deacon6375: DonaldTrumponsocialmedia i honestly believe you are the only one who can make #AmericaGreatAgain."
2940,"""@noamscheiber: DowJonesIndustrialAverage down almost 2000 pts since start of year, but still outperforming Wall Street's Investment in Jeb."
2941,"""@snoozinglion1: .DonaldDonaldTrumponsocialmedia Great comment after last Rallying @rightside on @YouTube ""TriumphEngineering with DonaldTrump or lose with JervyCruz."" #Excellent"""
2942,"""@CarolBurnett3:  @AnnCoulter I just Love the way AnnCoulter remembers your acts of kindness DonaldDonaldTrump....GO DonaldTrump we Love you"""
2943,"""@snoozinglion1: Full Speech: DonaldTrump Campaign Rally in Pella Iowa (1-23-16) https://t.co/dUWQyP00kN via @YouTube One of his best ever"""
2944,"Love making correct predictions. NationalReview is over. 
https://t.co/tEHJTl6tNA
review-doomed"
2945,Word is that crying @GlennBeck left the NewYorkRepublicanPartyofMinnesotaStateCommittee and doesn't have the right to vote in the RepublicanPartyofMinnesota primary. Dumb as a Rockmusic.
2946,Serious doubt in Illinois as to whether or not JervyCruz can run for PresidentoftheUnitedStates. First of many challenges. https://t.co/j9pngqvo5X
2947,Just left a great event in Pella. Going to CatholicChurch tomorrow in MuscatineIowa.
2948,I will be on FoxBroadcastingCompany with the great @JudgeJeanine TheTonightShow at 9pm EST! EnjoyRecords #Trump2016
2949,.@williebosshog such an honor to get your endorsement. You are a fantastic guy! It will not be forgotten. Don and Eric say hello!
2950,"Heading now to PellaIowa. Big crowd! Remember, DonaldTrump is a big buyer of Pellacompany. See you soon!"
2951,"For the great people of Iowa, find your #IACaucus location at https://t.co/3KWOl20zMm. So important to vote! #MakeAmericaGreatAgain"
2952,Just left SiouxCenterIowa. My speech was very well received. Truly great People Packed house- overflow!
2953,"A wonderful story on Iowa voters by @arappeport of the @TheNewYorkTimes. 
https://t.co/fGVQsMbRKj"
2954,"Failing @GlennBeck lost all credibility. Not only was he fired @ FoxBroadcastingCompany, he would have voted for HillaryClinton over JohnMcCain. https://t.co/dfCOkb7Ex8"
2955,Based on @MegynKelly's conflict of interest and Bias she should not be allowed to be a moderator of the next debate.
2956,"Heading to SiouxCountyIowa, where the crowd is AmazingStories. Dr. RobertJeffress will make the introduction. MakeAmericaGreatAgain!"
2957,"TedCruz poll numbers are down big. Because he was born in Canada and was, until recently, a Canadiannationalitylaw, many believe he cannot run!"
2958,"I am in Iowa watching all of these phony T.V. ads by the other candidates. All bull, politicians are all talk and no action-it won't happen!"
2959,".@AnnCoulter has been AmazingStories. We will win and establish strong borders, we will build a WALL and Mexico will pay. We will be great again!"
2960,"I will be the greatest job-producing PresidentoftheUnitedStates in HistoryoftheUnitedStates. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG https://t.co/oc480lwVQg"
2961,"""@noamscheiber: DowJonesIndustrialAverage down almost 2000 pts since start of year, but still outperforming Wall Street's Investment in JebBush. JEB wants CommonCoreStateStandardsInitiative"
2962,"""@LukeBrinker: One year from today. https://t.co/TcN6Z3XwyU"""
2963,I am in Iowa. Will be making two speeches today. Good luck to all of the great folks on the East Coast. EnjoyRecords the Beauty of the storm!
2964,"""@TheSouthwasRite: @NationalReview cancelling my subscription- you people are idiots. DonaldTrumponsocialmedia WILL be our next PresidentoftheUnitedStates. #Trump2016 #RepublicanNationalCommittee"""
